sample	TCGA-ZS-A9CG-01
SUZ12P	4.384
TMPRSS7	0.7532
ESD	11.1791
TSC2	10.7212
KCNE1L	1.2455
OR4F6	0.0
SEBOX	0.0
OSTBETA	6.0015
ABCC12	0.7532
ABCC13	0.0
ABCC10	6.9824
ABCC11	5.4878
KIAA0226	7.6911
KILLIN	5.443
OR4F4	0.0
LOC348021	0.0
TEDDM1	5.1123
SNAR-G1	0.0
TGIF2	7.9688
RSU1	10.0528
DSPP	0.0
SNORD33	0.0
EMG1	8.96
DKC1	10.2726
HEATR7B2	3.4961
TBC1D10C	5.1406
SLC4A1AP	9.1117
FLJ37307	2.1465
MUSK	1.2455
MOV10	10.691
TRIM16L	7.5494
ABP1	2.3542
MOCS3	8.215
LASP1	12.0639
MOCS1	11.0976
TM7SF4	1.6119
PMAIP1	2.6969
SRP54	10.4773
SLC33A1	9.9406
ZNF585A	6.294
COMMD8	6.8515
COMMD9	10.0453
KANK1	11.8929
COMMD2	8.5702
COMMD3	9.4117
COMMD1	8.9319
COMMD6	9.9851
COMMD7	9.4303
COMMD4	11.1594
COMMD5	10.4069
TSC1	9.0634
VTRNA1-2	0.0
ZNF585B	5.5734
METTL12	5.3276
METTL13	9.7619
METTL10	7.6965
METTL14	8.327
ZNF862	7.9125
ZMYM2	9.2159
NPR1	8.7624
NPR2	11.1341
NPR3	4.5196
ATXN7L2	6.294
ZMYM4	9.1018
TPM3	12.3761
CAMK2D	9.7308
WIPF2	8.9934
CYP2B7P1	6.294
CAMK2G	8.6487
ZNF177	4.7575
CAMK2A	5.2997
CAMK2B	7.1589
PAN2	10.3383
RIOK1	8.1711
TMEM215	0.0
UTP14A	9.3808
LOC100288778	8.3664
APBA1	8.0717
DEPDC1B	1.6119
TMEM184C	8.5883
SMAD5OS	3.8788
SHFM1	11.8517
JAK2	6.8601
LPAR4	0.0
C20orf201	0.0
RNASE13	2.1465
RNASE12	0.0
APBA2	3.7376
S100PBP	8.1745
C6orf150	3.8099
ZSCAN18	9.3911
RPL19	14.4869
C6orf153	8.95
C6orf154	5.0834
C6orf155	3.2057
SLC30A9	9.755
TROAP	2.6969
OR5A2	0.0
SEC16A	11.2527
OR5A1	0.0
ENOX1	7.7148
CD1D	4.6825
CD1E	0.7532
ANO8	8.3515
ANO9	2.3542
CD1A	0.0
ANO4	2.1465
ANO5	6.7263
ANO6	11.4614
ANO7	3.2057
C9orf57	0.0
ANO1	11.4118
ANO2	3.0944
ANO3	5.1406
POLR1A	8.678
POLR1B	9.0981
POLR1C	8.6585
POLR1D	10.9438
POLR1E	9.0165
LOC100134229	7.2847
COL3A1	10.319
PEX26	8.6763
MC4R	0.0
HIP1R	10.7758
TCP11L1	7.3991
WDR41	8.5909
DUS1L	11.1783
ATP2C1	10.4526
WDR44	8.8571
WDR45	10.899
WDR46	10.0074
HCG22	0.0
WDR48	9.4893
USP54	9.043
UBE2N	10.0796
TTC21B	7.5399
GTF2B	9.1461
SNAR-G2	0.0
GRM8	0.0
JAK3	5.9222
JAK1	12.4358
GRM4	0.0
GRM5	0.7532
GRM6	0.7532
GRM7	0.0
GRM1	0.7532
GRM2	2.3542
GRM3	0.0
SLC25A26	8.8539
HOXB8	1.6119
HOXB9	2.1465
ZNF507	8.938
LOC729020	4.2861
HOXB2	4.8968
HOXB3	4.2861
HOXB1	0.0
HOXB6	4.7936
CHUK	7.9409
HOXB4	4.0073
HOXB5	3.4961
PPARG	8.3635
PPARD	9.0203
WDR54	5.443
RHOU	11.3825
PPARA	11.911
TREML1	0.0
CSGALNACT2	8.661
SPAM1	0.0
CSGALNACT1	6.6397
C5orf13	7.2656
POLR2E	12.4184
C1QTNF9B	1.8082
RHOJ	6.4827
TNFSF12	6.9444
PTF1A	0.0
SPDEF	1.6119
MAGOHB	8.2479
OR4E2	0.0
ST7OT3	1.9222
ST7OT2	0.0
MPP3	6.2029
CD14	13.5725
GOLGA6D	2.1465
EML3	9.6345
CTAG2	0.0
GOLGA6C	3.2057
EFCAB4A	5.4201
MPP1	10.5602
CD19	0.7532
NCRNA00181	6.906
MORC2	9.7132
NCRNA00183	8.2577
NCRNA00182	5.8033
NCRNA00185	5.5524
PLXND1	10.05
ASH2L	8.5145
NCRNA00189	0.7532
NCRNA00188	12.3506
PCDHGB8P	0.0
PRKDC	11.7606
MKRN1	10.8054
RHOC	12.3907
DYRK3	7.1309
DYRK2	8.0193
FTHL17	0.0
DYRK4	7.7148
GGTA1	6.8515
LHFPL5	0.0
RECQL5	9.4657
GADD45G	11.4085
RGMB	9.1005
LHFPL1	1.9038
LHFPL2	8.0717
LHFPL3	0.0
UTF1	0.0
ENPEP	10.549
TLL2	2.6969
WFDC2	4.2861
PRKAB2	12.6071
FAM74A4	0.0
NR2F6	11.1446
FAM74A1	0.0
INHBB	9.637
FAM74A3	0.0
NR2F2	9.8481
FLNC	6.8343
INHBC	9.1053
PBK	4.0675
DDB2	9.1806
ELL2	12.3164
BHLHB9	6.8937
KIF21A	10.4471
RIMS1	0.0
RIMS2	1.6119
INHBE	7.4912
LOC144438	8.6634
OR4F17	0.0
GRID1	7.827
GRID2	0.0
RPIA	7.9884
MCAM	10.2386
MCAT	9.4531
ST7L	6.4827
HCRT	0.0
TRPS1	6.5893
CYP2C9	15.4506
CYP2C8	13.5677
TAGLN3	0.0
APOBEC3H	1.9038
APOBEC3D	3.0944
APOBEC3G	5.9384
APOBEC3F	7.6863
APOBEC3A	3.0944
APOBEC3C	4.384
APOBEC3B	5.6143
TIGD1	5.8033
C10orf67	1.9038
OR10P1	0.0
RBMS2	7.5957
HSPE1	12.6017
C10orf62	2.8419
SNORD54	0.0
KRTAP5-7	0.0
PPP1R15B	10.9343
DKFZp686A1627	0.0
PRKD2	9.7743
PRKD3	8.596
TTTY14	4.6435
TTTY15	5.3491
TTTY16	0.0
CTTN	11.5063
TTTY10	0.0
SNX11	8.8804
SET	11.4169
SEMA3B	8.4021
DHFR	9.04
ZNF800	8.0863
TTTY18	0.0
NARG2	9.0727
VPREB3	5.3246
RFC5	7.8366
FAM109B	4.6435
FAM109A	8.465
BSND	0.0
USP50	0.0
MSR1	7.7289
NAA20	10.7147
GIPR	1.6119
EIF2S1	10.364
EIF2S3	11.6581
EIF2S2	10.3451
PRODH	6.7992
LPIN2	10.9408
LOC286002	0.0
LPIN1	11.1813
GYG1	8.2217
PTPN20A	0.0
RS1	1.9038
KLF7	5.594
KLF6	11.9128
CERKL	5.9805
KLF4	8.2447
KLF3	10.0868
KLF2	7.7972
KLF1	1.2455
TMEM222	10.4083
TMEM223	8.6462
TMEM220	10.4457
GYG2	8.2673
EFR3A	12.7133
TMEM174	0.0
KLF9	12.5919
EFR3B	2.8419
HEATR6	7.145
MT3	6.877
HEATR4	3.5869
SNTG2	0.7532
HEATR2	8.8909
HEATR3	7.1239
TTC23L	1.6119
HEATR1	9.4783
FAM189B	9.9704
REST	6.9588
ASCC3	8.9238
TPH2	0.0
BATF3	3.7376
KLHDC7B	4.6435
CCNA2	4.9173
KLHDC7A	8.7509
DEDD	9.8364
POU1F1	0.0
PHF21A	8.2381
KLRK1	4.8968
MUSTN1	6.2756
VPS25	10.1526
NUP35	7.4179
NUP37	7.8538
LOC440173	0.0
ATP13A1	10.3789
MAP3K12	4.9532
MAP3K13	6.1829
ADNP2	8.8028
DDA1	9.4671
TTTY1B	0.0
LOC349196	0.7532
SLC1A4	9.1107
CYP11B2	0.0
CYP11B1	0.0
SLC1A7	0.0
ZNF549	4.2861
FUCA1	10.8284
DLEU2L	0.7532
SLC1A3	7.0437
YEATS4	7.7972
LRRC10B	1.6119
ATP13A2	7.9767
RSPH4A	1.9038
VCL	9.8254
NCAPG	5.0988
FAM60A	8.5806
DHTKD1	13.0017
OSBPL1A	9.003
IQCF5	0.0
DCTPP1	8.8507
FCGR1B	3.8788
FCGR1A	3.8788
IKBKE	4.3359
UNC93B1	9.4783
RG9MTD2	8.327
SNHG3	4.5621
MICB	7.3223
ENTHD1	0.0
IQCF3	0.0
GNL3	10.523
GNL2	10.016
GNL1	10.3139
RARB	7.8751
FAM163B	0.0
FAM163A	3.4961
DHRS9	5.1956
DHRS7	12.2727
DHRS4	11.3996
DHRS2	5.1684
DHRS3	13.1378
DHRS1	10.3244
RARS	10.4521
MIPEP	8.8992
RABIF	8.3209
DYRK1A	9.9704
RPS28	9.658
DYRK1B	7.9806
PHF21B	0.0
MAS1L	1.2455
CCNL1	9.8831
JAKMIP2	2.1465
JAKMIP1	1.2455
CCNL2	10.7287
LOC727677	0.0
DHRSX	10.1343
GHRLOS	3.0944
TPO	0.7532
SLIT2	1.9038
GNLY	5.7491
PCYT2	11.9691
NOMO2	9.8286
NOMO3	9.881
SLC11A2	10.8532
NOMO1	11.27
BAZ1A	8.2801
IMPA1	10.3221
IMPA2	9.4934
BAZ1B	10.3337
CCRN4L	5.7674
IL15RA	7.6375
HRK	0.0
M6PR	10.4234
SNAI2	10.4849
SNAI3	2.6969
HRG	14.8711
SNAI1	5.6929
HRC	4.5621
OSBPL10	4.4758
OR4F29	0.7532
LELP1	0.0
SEPT14	0.0
SLC2A9	3.8788
SLC2A8	9.5709
PTGES3	12.9726
PTGES2	9.699
SLC2A5	10.7599
RSPO4	2.5357
SLC2A3	10.2205
FA2H	1.2455
SLC2A1	7.4579
ECHS1	14.7994
SLC25A5	13.4632
DIXDC1	8.8929
PLAGL2	6.7992
HKR1	8.215
PLAGL1	4.4758
FAM24A	0.0
FAM24B	2.3542
FAM197Y2	0.0
TBC1D3B	7.2132
SLC1A5	7.7611
SYF2	10.3367
USP24	9.81
C1orf112	9.3292
TBC1D3H	3.2057
LOC100270710	4.0159
C1orf111	2.5357
SOX2OT	0.0
TEAD4	6.062
MCM8	6.1482
IGFL3	0.0
CCAR1	9.2825
IGFL1	0.0
MTDH	13.1138
AMELX	0.0
C1orf116	2.8419
SLC1A6	0.7532
MADD	9.3658
C1orf115	12.7246
EXO1	3.8099
ZBTB8A	7.3036
ZBTB8B	0.0
SHKBP1	9.2778
CEACAM1	10.5457
ATRIP	7.5704
CEACAM3	0.0
CEACAM5	0.7532
CEACAM4	1.9038
CEACAM7	0.0
CEACAM6	0.0
CEACAM8	0.0
SLC46A2	1.9038
SLC46A3	10.5311
SEPT11	10.4062
OR51G2	0.0
PARP2	8.4982
TMEM154	2.3542
OR51G1	0.0
RAPGEF4	7.8538
ENG	11.0679
LAT2	6.1057
ZNF274	8.7715
GTF2IRD1	8.0344
GTF2IRD2	8.0382
KIAA0415	9.1823
CHAC2	5.3968
SNORD114-8	0.0
PCDHGC4	0.0
AGMAT	9.681
F12	14.4435
THADA	11.2178
F10	11.4423
F11	11.48
EXOG	5.9058
SNORD1C	3.6817
EPAS1	12.873
HDGFL1	0.0
SNORA3	0.0
IQUB	0.7532
SLC27A1	9.2325
IL34	3.8099
C20orf141	0.0
LOC219347	6.5263
C20orf144	0.7532
FZD9	8.6512
SNCA	2.9736
CDKAL1	7.5557
SERPINA12	3.2057
SERPINA13	0.7532
RAPGEF6	6.3914
SERPINA11	10.9165
TRNAU1AP	7.8918
TMEM126A	8.1677
TMEM126B	8.7114
SNORA71B	0.0
MOCOS	9.2682
TMEM67	6.6397
TNR	0.0
CYP4B1	6.3435
ZNF621	8.1608
FAM81A	1.6119
RCOR2	1.2455
C21orf45	6.4378
FAM81B	0.0
TIGD5	8.8421
ADHFE1	10.7909
TIGD7	7.2643
TIGD6	7.2847
SEPT12	0.0
FLT4	7.896
PPDPF	11.9314
FLT3	2.1465
C21orf49	3.3091
FLT1	11.5561
PODN	5.3731
SCGB1D4	0.0
GSG1L	0.0
LOC728276	0.0
UGT2B15	13.3849
PIP5K1B	2.6969
TIPIN	6.5263
H1FX	11.2331
VKORC1	12.7071
OXSM	8.8072
ZNF214	4.8633
SDR9C7	0.0
PRKRA	8.3665
TSHB	0.0
PVALB	0.0
UGT2B10	14.4194
S1PR5	4.2345
SLC24A2	0.0
SNORD55	0.0
SOX21	0.0
H1F0	13.1195
COL25A1	3.2057
ZNF19	5.0159
FIGNL2	7.2847
LOC81691	5.9384
MRPS18B	11.4374
CLC	0.0
ELMOD1	0.0
PLOD3	11.3627
ELMOD3	8.8783
ELMOD2	7.953
RASSF8	6.8256
CLU	16.5732
SLC24A3	3.4056
PDC	0.0
SNORD56	0.0
VEGFC	6.9667
NTM	1.2455
SKIV2L2	9.7262
KNG1	16.4498
NRARP	5.8892
VCX	0.0
LOC407835	5.7491
COBL	9.1214
TAF9B	10.0528
SNORD57	0.0
ZNFX1	10.4863
NOP14	10.0256
AMOTL1	9.8694
AMOTL2	10.919
LCN1	0.0
LCN2	10.5047
BPI	6.9902
SF3B4	10.5047
PNPT1	8.2414
VPS52	10.7322
LCN9	0.0
LCN8	0.0
SF3B3	10.8349
SF3B2	11.8724
CYP17A1	4.2779
ALOX15	0.0
RRP12	9.2042
ALOX12	3.0944
SLC24A1	8.2434
TSHR	1.6119
RAPGEF3	8.3325
PRKY	4.8633
MAGEF1	9.2357
OR14I1	0.0
SEMA6C	9.4755
TNFSF8	3.8099
SEMA6A	6.1342
CNIH3	5.1123
CNIH2	1.6119
NSMCE4A	9.2455
CNIH4	9.0616
ELAC2	10.367
DDHD1	7.1096
ADCK4	9.4948
ADCK5	9.3643
ADCK2	9.4232
ZBTB11	8.7873
ADCK1	7.7428
DNAJC16	8.9895
DNAJC17	8.205
DNAJC14	10.1215
DNAJC15	9.6641
DNAJC12	10.6759
DNAJC13	9.4346
DNAJC10	9.5017
DNAJC11	9.9144
TRPC3	0.7532
EPRS	10.7117
CTXN3	1.2455
FEM1B	9.7458
ASF1A	8.6828
DNAJC18	3.4961
DNAJC19	9.589
EDF1	12.7614
ZNF689	7.0057
TMEM85	10.5745
SUPT16H	10.6097
NUDT16P1	7.6474
MLN	0.0
MLL	9.4517
MS4A6A	8.327
NAT8B	6.8081
LMAN1	11.9485
MGC16384	0.0
LMAN2	13.0719
EPR1	4.7096
MLX	10.9611
OR1M1	0.0
NAT8L	2.3542
SCML4	2.3542
LOC642846	5.5312
OR8B2	0.0
NRM	7.2656
CXorf48	0.0
FAM195B	10.8065
PFKFB3	10.4257
FAM195A	10.0026
CXorf42	4.1254
CXorf41	0.7532
SLITRK1	0.0
ITPA	9.5407
CTRB1	0.0
UGT1A4	14.6699
SH3BGR	8.6313
YWHAQ	11.6077
OR10A5	0.0
PPM1L	6.1057
ZNF17	6.5581
OR4X1	0.0
OR4X2	0.0
SCIN	5.8033
TCF7L1	6.902
ADD3	8.9012
ACTG1	15.1417
ACTG2	6.7992
SNORA21	0.0
PPP4R4	8.2641
PPP4R1	9.5513
PPP4R2	9.2841
SLC11A1	6.0767
TTTY21	0.0
PKD2L2	0.0
PKD2L1	7.7382
TBRG1	9.0888
OR10A4	0.0
CWC27	7.6863
CWC25	8.3725
CWC22	8.465
OR8B8	0.0
TMED10	12.8384
LTBR	11.4096
MAP3K8	7.8918
MAP3K9	6.2556
SNORA26	0.0
ZPBP2	0.0
MAP3K2	8.565
MAP3K3	9.1163
PRPF31	10.5946
MAP3K1	8.1573
DEAF1	8.3467
MAP3K7	8.7578
IER3IP1	9.8534
MAP3K5	5.8724
SNORA28	0.0
RBMY1A1	0.0
MARVELD1	5.3212
FMOD	6.4263
MARVELD2	8.3332
NUP214	10.1639
CCBP2	9.9028
H2BFXP	0.7532
VPS54	9.2159
FMO2	7.1931
FMO3	15.0256
FMO1	2.8419
ZNF202	6.5995
CASZ1	5.7854
FMO4	10.7444
FMO5	14.6132
IDH2	13.7884
IDH1	13.0396
EVX1	5.3246
ZNF208	2.1465
EVX2	0.0
SETD8	8.1949
SH2D2A	3.8788
OR10A6	0.0
OTUD6A	0.0
FNDC3A	11.1002
TLL1	3.6615
KIAA1797	7.7006
SETD2	10.143
KRTAP27-1	0.0
SETD4	7.6225
SETD7	11.9644
ITFG2	7.1795
PSRC1	7.1168
TRPM7	10.2901
DZIP3	8.3363
PRAMEF18	0.7532
DZIP1	8.5269
PRAMEF16	3.2057
LOC100133612	3.7376
PRAMEF14	0.0
PRAMEF12	0.0
PRAMEF13	0.7532
PRAMEF10	1.2455
PRAMEF11	0.7532
MARCKSL1	9.9395
PRSS27	2.5357
PRSS21	0.7532
HBM	1.2455
PRSS23	9.9394
LXN	4.9297
SURF6	9.8841
EME1	4.0658
EME2	2.9736
RBCK1	10.8638
STX3	7.6275
AKNA	8.5598
DUOX1	5.0834
DUX4	0.0
DUOX2	0.7532
VENTXP7	0.0
RIT2	0.0
SNORD50A	0.0
ZNF486	2.1465
PYCR2	10.9766
GLYR1	11.0475
SNORD117	0.0
SNORD110	0.0
SNORD111	0.0
KRTAP4-9	0.0
KRTAP4-8	0.0
ATP2B2	5.5524
PCNXL3	9.6195
PCNXL2	3.4961
KRTAP4-1	0.0
KRTAP4-3	0.0
KRTAP4-2	0.0
KRTAP4-5	0.0
KRTAP4-4	0.0
KRTAP4-7	0.0
TIMM17A	11.788
ECH1	14.0958
RRM2B	10.5874
TAPBPL	10.1929
NPPB	0.0
GBP1	10.812
NPPA	2.3542
RASSF4	10.581
ACSF3	9.8502
FRZB	6.902
MAL2	8.6487
MAN2A2	9.2968
GUCY2GP	0.7532
MAN2A1	9.9773
FAM38A	10.8322
NDUFB10	11.3932
SPRR2G	0.0
FAM38B	8.205
SPRR2A	0.0
DECR1	14.0395
SPRR2C	0.0
DNER	0.0
KRTAP12-1	0.0
TAOK3	9.2682
?|391714	0.7532
KRTAP12-2	0.7532
TP53	9.3015
KRTAP12-4	0.0
CDHR1	2.5357
CDHR2	7.8016
CDHR3	6.4293
CDHR4	0.7532
CDHR5	13.5102
ST8SIA1	0.0
C6orf176	1.2455
C6orf174	4.7922
SHQ1	8.4137
C6orf170	3.4056
WNT10A	1.6119
TECTA	3.9445
PKM2	10.1175
TMEM232	4.1254
DUXA	0.0
FLJ39582	5.7854
STX1A	4.2345
FARS2	8.7278
STX1B	9.1617
RABL2A	7.3468
TOLLIP	11.9087
RPS15A	12.8914
ALS2CR11	1.2455
ALS2CR12	0.7532
BTBD19	4.1809
BTBD18	0.7532
NF1P1	0.0
HESRG	0.0
BTBD17	0.0
BTBD16	5.5524
BTBD11	4.1809
BTBD10	7.9609
BTBD12	6.8854
SIK1	10.7502
LSM3	9.8395
SIK2	11.332
KRT80	2.6969
KRT81	1.2455
KRT82	0.0
KRT83	0.0
CST9L	0.0
KRT85	1.2455
KRT86	0.7532
RAB22A	9.7709
TSEN2	6.8685
RAPGEFL1	7.8104
DUS3L	8.9797
SNAR-A2	0.0
TPRX1	0.0
XPR1	9.567
SNAR-A4	0.0
SPACA4	0.0
SC5DL	12.6301
EDA2R	5.0239
SPOCK1	8.2705
LCT	0.0
NCS1	7.6275
MAST1	5.1123
MAST2	9.4116
MAST3	9.5327
MAST4	8.9319
SALL3	0.0
SALL2	2.9736
FAIM	7.3769
CD180	4.9618
WAS	7.4005
SPACA1	1.2455
RAB9A	8.1677
CYP1A1	12.7328
CYP1A2	11.878
RAB9B	0.0
C5orf39	5.4656
C5orf38	0.0
LOC285692	0.0
C5orf35	7.6424
C5orf34	3.2057
C5orf36	5.5734
ZBTB7A	9.5928
C5orf30	2.3542
C5orf33	13.5147
C5orf32	11.2899
STX11	6.5476
FARSB	9.3508
FARSA	10.43
FIS1	11.9223
C9orf71	7.8234
C9orf70	0.0
STX17	9.2569
C9orf72	9.2026
STX19	1.2455
STX18	9.4685
ZMIZ1	9.6308
SMO	10.6342
C9orf79	0.0
C9orf78	10.4647
LOC285696	0.0
LIPA	11.5594
SLURP1	0.0
CUTA	12.1436
BPGM	7.8323
CUTC	8.9799
ZSCAN23	0.7532
TTC33	8.9279
LIPC	13.6782
MOSPD3	9.8862
MOSPD2	6.4148
MOSPD1	7.561
ATP11C	9.9152
ATP11B	8.8116
ATP11A	8.6755
ZBTB40	8.1469
OR9G9	0.0
PAN3	8.1434
LOC642587	0.0
IFITM5	0.0
PCDHA4	0.0
RAB5B	11.7376
PCDHGA10	5.1406
PCDHGA11	0.0
PCDHGA12	2.3542
PARP3	8.9953
DPP8	7.088
DPP9	10.4436
RPL23AP32	1.6119
POLE4	9.4587
GBA	11.9357
LIPH	0.0
DPP3	9.4517
DPP4	13.2963
SUOX	10.7392
DPP6	0.0
DPP7	11.6649
CEP68	8.8699
C14orf86	0.0
CEP63	8.9817
OR5B12	0.0
SLC7A11	8.1364
COQ10B	9.3523
GLTSCR1	8.3665
GLTSCR2	12.7101
COQ10A	8.6062
C11orf66	5.986
IK	10.6729
CYP2A7	5.2744
CYP2A6	12.865
C17orf50	1.2455
LIPN	0.0
C17orf53	2.9736
TMC8	6.1057
MRPS16	10.9047
OTOS	0.0
HS1BP3	10.6904
TFDP3	0.0
C14orf80	8.2928
NOC3L	8.2705
PCP2	0.7532
RNFT1	8.068
C11orf63	3.0944
HIAT1	9.6457
PNLDC1	2.6969
SECISBP2	9.9131
PRPF18	8.472
A4GALT	7.8751
TMEM167A	10.7287
C11orf61	5.7674
TMIGD1	0.0
OR10R2	0.0
FLJ45079	0.0
FLJ36777	4.4758
TMEM229B	5.5097
CTRL	1.9038
CTRC	0.0
SEC24B	10.086
TRMT61A	9.6506
WRAP53	6.6594
MFHAS1	7.4691
TRMT61B	8.3213
ZFYVE9	9.4361
LOC400931	2.1465
DHX16	9.8747
IFLTD1	0.0
DHX15	10.259
LEPROT	9.4501
ZFYVE1	9.658
LDOC1	4.6435
DGCR9	5.9384
DGCR8	8.1881
MUM1	10.3206
ZNF557	6.998
RXFP1	1.9038
CCDC88A	8.465
CCDC88B	6.1758
CCDC88C	5.7491
DGCR5	8.6238
FAM27C	2.8419
H2AFB1	2.5357
DGCR6	9.8373
ZNF782	4.2345
ZNF781	1.2455
FAM27B	0.0
ZFAND6	10.3989
RGNEF	8.84
ZNF785	6.4842
PITRM1	11.0798
GOT2	13.1228
SCARNA22	0.0
RNASEK	11.3062
GOT1	11.2784
RNASEL	8.1364
PCDHA9	0.0
RNASE1	10.095
MPEG1	8.8378
RNASE3	1.2455
ODF3B	7.9649
RNASE4	13.7662
RNASE7	2.8419
ACCN1	0.0
RNASE9	0.0
KRTAP17-1	0.0
ZNF551	5.2997
UBE2O	9.0671
C14orf50	0.0
ZFAND5	13.4884
C14orf53	4.8289
OR2T8	0.0
QTRT1	10.5938
OR2T6	0.0
TTTY12	0.0
OR2T4	0.0
OR2T5	0.0
OR2T2	0.0
OR2T3	0.0
OR2T1	0.0
C18orf18	7.4352
C18orf19	8.3695
CCDC89	0.0
LOC339535	0.0
OLFM2	11.3161
CCDC83	0.0
CCDC82	8.2544
C22orf40	8.2217
CCDC80	7.1096
CCDC87	4.5196
CCDC86	9.1667
C18orf16	0.0
CCDC84	6.6198
ADAMDEC1	2.5357
CTR9	10.7536
CD7	5.6344
RRAS2	9.1426
SNORD8	0.0
SPRYD5	0.0
ZNF568	6.3556
ZNF567	5.594
ZNF566	6.9347
ZNF565	6.1342
PSKH2	0.0
ZNF563	8.0231
SCARB1	12.7603
ZNF561	8.5145
OR5AS1	0.0
STMN4	0.0
NECAP2	10.0768
CCR6	3.6615
STMN3	5.2224
STMN2	1.2455
IKBIP	7.5662
ACRBP	3.4961
OLFM4	0.0
DCLK1	2.9736
DCLK3	2.1465
DCLK2	4.5621
NOX1	1.2455
NOX3	0.0
TRAF3	6.2813
NOX5	2.6969
NOX4	5.1684
PGS1	7.8236
AZU1	0.0
TRAM1	13.5594
FAM161A	5.8209
FAM161B	4.6033
DKFZP434K028	0.0
MRPL42	9.1356
UBE3B	10.0284
RAF1	10.8327
ASB16	3.1013
UBE3A	10.0667
KHDRBS2	0.0
MIAT	4.1254
MRPL40	10.6129
MRPL47	8.7394
TOP2B	10.6142
IPW	6.9576
MTRF1	7.3099
LOC400794	1.6119
HGFAC	6.698
SDAD1	9.7698
APH1B	6.3556
SNORD32A	0.0
MRPL44	10.0537
SETD6	7.7247
C10orf68	1.2455
SLC26A1	9.1073
SLC26A2	7.1096
SLC26A3	5.7674
SLC26A4	2.6969
SLC26A5	0.7532
FGF9	0.0
FGF8	0.0
FGF7	4.9297
FGF6	0.0
FGF5	0.0
FGF4	0.0
FGF3	0.0
FGF2	5.8065
FGF1	4.1254
BCAN	1.2455
OLFML2B	6.8256
OLFML2A	6.6198
BCAM	10.8933
HTA	0.0
GLOD5	5.1956
GLOD4	10.445
SDC2	14.9458
GCH1	8.7417
SDC4	13.22
TTYH1	0.0
ELOVL6	9.8155
ELOVL7	1.9038
ELOVL4	1.6119
ELOVL5	11.6621
ELOVL2	10.0612
ELOVL3	0.0
ELOVL1	9.8491
SNF8	10.1887
AMY1A	1.9038
FAM54A	1.2455
SPPL2B	9.675
KIAA0182	9.0146
ZCCHC8	8.7231
TLN1	12.4767
ERAP2	10.5483
DEFB1	11.4705
NAALADL2	6.6885
POM121C	9.2618
UPK1A	3.4056
TM9SF4	10.7948
LOC441601	1.2455
DIABLO	10.1235
ZNF593	9.4559
IFNB1	0.0
CWF19L1	8.6585
SPRR2D	0.0
CWF19L2	8.1881
HEYL	7.3946
LOC650623	3.0944
NAA25	7.9767
RPL13A	13.8218
SGCG	0.0
TTYH3	10.1802
SGCE	6.9347
RILP	8.8028
CNKSR1	6.4827
SGCB	10.4647
CNKSR3	10.8617
CNKSR2	5.2997
ZNF691	8.6948
NCRNA00207	0.0
DUSP9	8.2801
DUSP8	8.1677
LOC284688	0.0
DUSP5	8.0717
DUSP4	3.8099
DUSP7	7.9042
DUSP6	11.3308
DUSP1	11.9838
DUSP3	12.4953
DUSP2	5.1684
LRRC8E	6.7541
LRRC8D	10.1518
GBGT1	4.384
NKD2	7.3649
ELN	11.8231
RBL1	3.8099
ELL	9.0745
LRRC8B	4.1809
QDPR	12.3124
OR51E1	3.3091
OR51E2	0.0
SLC8A1	5.054
RGS7BP	1.2455
RPL26L1	8.3084
MIXL1	0.0
HDX	4.384
HEY2	6.2813
HEY1	6.7903
LRRN4CL	0.7532
MFSD9	7.0952
XRCC6BP1	6.9902
STX4	9.7709
MTF1	8.2609
MTF2	7.2331
TM9SF2	11.7339
PRKCQ	2.5357
LEP	0.0
TAB3	10.129
LOC80054	7.1931
CNTN1	0.0
STX6	8.4726
C20orf123	0.7532
CSN1S1	0.0
TBC1D12	7.3709
HDC	5.7674
TSNAX-DISC1	0.0
XYLB	8.964
TBC1D16	8.3785
RPL34	12.7902
TBC1D14	10.1785
FBL	10.6317
MAGEB18	0.0
TNFRSF6B	5.3676
RPL35	13.3336
AUTS2	9.4657
PLA2G1B	2.6969
MAP2K5	8.5386
NUMA1	11.9572
MAGEB10	0.0
C21orf67	6.5893
ARFGAP1	10.2964
C21orf63	7.5662
C21orf62	1.6119
GPR52	0.0
HSPA1A	17.294
BMP10	0.0
IKBKAP	9.589
GPR56	9.0891
BMP15	0.0
FAM83C	2.6969
FAM83B	0.0
FAM83A	3.0944
PCDH7	3.0944
FAM83G	5.8724
FAM83F	0.0
FAM83E	1.6119
FAM83D	9.7284
C12orf70	0.0
C12orf71	0.0
C12orf72	7.3946
C12orf73	7.2527
C12orf74	1.6119
C12orf75	8.2512
C12orf76	6.1057
C12orf77	0.0
ATP7A	7.3649
DGKQ	8.6036
C8orf4	9.9203
VKORC1L1	9.7653
DGKK	0.0
DGKH	5.2744
DGKI	0.7532
DGKB	2.6969
SYNRG	9.1975
ATP7B	8.9299
DGKG	2.1465
DGKD	7.953
DGKE	7.1096
ICK	11.2372
LOC283761	0.0
SNORD43	0.0
TMEM106C	9.7458
CNP	11.0584
METT5D1	8.528
SRP72	10.7831
SUV39H1	8.6363
ZNF169	4.4307
PTGIS	4.2345
PTGIR	4.0675
TMPRSS3	5.9545
NEK5	0.7532
TCERG1L	0.0
CLTCL1	8.7984
